symbol,Open,High,Low,Close,Volume,trade_count,vwap,bb_upper,bb_lower,bb_percent,RSI,Ultimate_Oscillator,MFI,Future_Close,Return,Signal
XOM,116.03,116.067,115.98,116.03,37170.0,323.0,116.010762,116.70303333786394,116.03746666213611,-0.011218503582597765,33.15493729857983,30.0130702878906,36.151224487430284,115.805,-0.0019391536671549971,0
XOM,116.06,116.07,116.0,116.01,12781.0,199.0,116.024653,116.71253041331975,115.98296958668034,0.03705025315596393,32.47227131255281,24.44515141782577,39.734708909035646,115.69,-0.002758382898026096,0
XOM,116.0066,116.07,115.98,116.01,26209.0,202.0,116.008578,116.71954682224356,115.93595317775657,0.09449645586636907,32.47227131255282,26.6971686534425,41.08965260361752,115.74,-0.0023273855702095527,0
XOM,116.01,116.03,115.935,115.94,14867.0,258.0,115.971656,116.71122883854305,115.88427116145708,0.06739019430751986,29.96760699154546,27.043739891339154,41.62487142375216,115.72,-0.0018975332068311098,0
XOM,115.92,115.92,115.82,115.92,23464.0,377.0,115.857735,116.70069970798365,115.83580029201646,0.09735202317067826,29.272872528690847,32.72291125294675,34.37331556079401,115.8,-0.0010351966873706395,0
XOM,115.92,115.95,115.84,115.88,14904.0,168.0,115.882263,116.6589045811259,115.80159541887424,0.09145426711622853,27.88072420786079,34.41003956117146,32.53527580264268,115.865,-0.00012944425267518613,0
XOM,115.87,115.94,115.87,115.933,7518.0,178.0,115.912085,116.61118226150028,115.78361773849984,0.1805082955448135,32.46380305841749,41.88579917749657,28.479421019330204,115.87,-0.0005434173186237084,0
XOM,115.92,116.0101,115.92,115.9548,14246.0,236.0,115.979864,116.57642484986944,115.76585515013069,0.2331012989138545,34.31286557968407,40.3351474604567,33.00618942236909,115.75,-0.001766205452469461,0
XOM,115.96,116.055,115.94,115.94,14752.0,216.0,116.010375,116.56197236471446,115.74130763528568,0.24211149521756148,33.639494650837,36.015857012081284,23.418927854020023,115.69,-0.002156287735035363,0
XOM,115.95,116.01,115.84,115.85,14080.0,250.0,115.926342,116.55838771450796,115.70389228549213,0.17098712239589645,29.808567002517545,31.686597198036804,23.700227365854186,115.78,-0.0006042296072506964,0
XOM,115.87,115.8799,115.805,115.805,16259.0,292.0,115.841753,116.53957624412608,115.66720375587398,0.1579557425087002,28.086287952894416,31.98857533367971,23.778512816726302,115.77,-0.0003022322006822745,0
XOM,115.8,115.84,115.67,115.69,35558.0,346.0,115.864837,116.5151072763569,115.61967272364319,0.07853982867164587,24.232937626425173,23.948445409645007,22.547708545930785,115.64,-0.00043218947186444084,0
XOM,115.7,115.79,115.7,115.74,18876.0,206.0,115.732777,116.46738420634439,115.59739579365568,0.16391506399906608,28.8063687470225,25.79550924899965,28.75083666703531,115.73,-8.64005529634604e-05,0
XOM,115.735,115.83,115.7139,115.72,14382.0,251.0,115.781225,116.41676778594555,115.5790122140545,0.16829226886220364,28.0763286967473,20.746659576297212,36.76312647103295,115.74,0.0001728309713100244,0
XOM,115.73,115.87,115.73,115.8,24336.0,318.0,115.821554,116.32577700384465,115.6015029961554,0.2740634093412889,35.15540549864567,23.456994355113956,48.28536139597393,115.8,0.0,0
XOM,115.795,115.865,115.75,115.865,17498.0,263.0,115.805658,116.2368421252126,115.63593787478746,0.3811957147090782,40.2971216639232,32.941494453090755,49.230001939151975,115.8947,0.00025633280110478045,0
XOM,115.87,115.93,115.87,115.87,19670.0,264.0,115.89863,116.17897265788942,115.6548073421106,0.4105434896425099,40.68672935694011,34.73587235557769,58.379864820049846,115.8012,-0.0005937688789161144,0
XOM,115.87,115.87,115.7,115.75,24268.0,322.0,115.7933,116.12168291852898,115.66409708147104,0.18773071972960256,34.81466970655681,36.22837690786866,56.2741590621107,115.765,0.00012958963282937855,0
XOM,115.7299,115.75,115.69,115.69,10800.0,188.0,115.731519,116.09142245113844,115.6513575488616,0.08781080003987853,32.30421946227535,35.93358778992742,59.163038766181685,115.76,0.0006050652606103155,0
XOM,115.68,115.79,115.68,115.78,17625.0,241.0,115.747872,116.06967016877931,115.64810983122072,0.3128619014376529,39.36697999583416,40.1386794032772,59.604555334949296,115.65,-0.0011228191397477582,0
XOM,115.78,115.78,115.74,115.77,16201.0,178.0,115.756551,116.04457779419879,115.64720220580124,0.30902198772187345,38.88158089213135,44.42698025072711,60.9591221458977,115.64,-0.001122916126803105,0
XOM,115.77,115.77,115.58,115.64,46943.0,419.0,115.640603,116.03036674641679,115.6244132535832,0.038395399206949406,33.15782682412771,41.197253978260136,49.23072501269115,115.52,-0.0010377032168800116,0
XOM,115.63,115.75,115.6,115.73,15130.0,251.0,115.693745,116.00218417256075,115.62459582743922,0.2791510223305708,39.76848468327874,43.20121512154419,49.29016941104729,115.56,-0.0014689363172902593,0
XOM,115.72,115.76,115.71,115.74,12103.0,205.0,115.735773,115.98536373328064,115.6214162667193,0.32582651117510747,40.47293563231225,47.01604851365646,53.80780134217058,115.515,-0.0019440124416795776,0
XOM,115.7446,115.8,115.7068,115.8,13090.0,228.0,115.751774,115.97132435426992,115.62345564573003,0.5075028306253051,44.655452883216654,55.922698195042955,58.97469810983892,115.46,-0.0029360967184801677,0
XOM,115.79,115.8947,115.79,115.8947,22743.0,290.0,115.833043,115.97356719423871,115.6226828057612,0.7752331057505396,50.55998247458583,64.31865371218441,70.04784198505754,115.41,-0.00418224474458283,0
XOM,115.9,115.9,115.8,115.8012,20628.0,237.0,115.847187,115.95576011722609,115.62730988277382,0.529426071246861,45.408907895576306,56.26879248270333,62.746136140878924,115.61,-0.0016511055153141327,0
XOM,115.81,115.83,115.75,115.765,26484.0,257.0,115.811633,115.92839860577979,115.63569139422012,0.4417677483614767,43.558589877306005,54.000685909624465,55.10267215862662,115.71,-0.00047510041895224654,0
XOM,115.77,115.805,115.7332,115.76,14763.0,225.0,115.757469,115.90033450437537,115.64575549562454,0.44875854036843776,43.29616748336748,56.66905336385408,48.243799334559775,115.758,-1.727712508646812e-05,0
XOM,115.75,115.75,115.62,115.65,13935.0,230.0,115.678266,115.89588406775658,115.63020593224334,0.0745039395824764,37.88815263213506,46.26858794728578,42.49294064988176,115.82,0.0014699524427149804,0
XOM,115.66,115.66,115.6,115.64,10841.0,179.0,115.633089,115.89639280332386,115.61319719667608,0.09464413534230123,37.43042703409618,47.59317145813577,36.49486673002465,115.95,0.0026807333102732817,0
XOM,115.63,115.63,115.51,115.52,23090.0,343.0,115.542587,115.91934700927614,115.57324299072378,-0.15383522834114283,32.375809134016656,38.743135939903894,36.66360706798523,115.95,0.0037222991689751283,0
XOM,115.52,115.62,115.51,115.56,11875.0,277.0,115.558099,115.92849185639102,115.54609814360893,0.03635482469084038,35.50239641233792,34.37500835831999,40.98474719526156,115.81,0.0021633783316026304,0
XOM,115.56,115.5799,115.49,115.515,52653.0,408.0,115.519894,115.94142591774373,115.51266408225622,0.005448054258659287,33.61921052337154,35.23343667742554,30.348974982972987,115.85,0.0029000562697484634,0
XOM,115.5298,115.5298,115.42,115.46,16330.0,266.0,115.46262,115.95087958618811,115.46921041381182,-0.019121866916227425,31.42515407379519,35.94291330725493,24.9462345598167,115.92,0.00398406374501999,0
XOM,115.47,115.47,115.4,115.41,18511.0,275.0,115.444816,115.95022890402342,115.42436109597654,-0.027309327090924228,29.537893754941475,34.621368890534136,27.555900833131048,115.92,0.00441902781388099,0
XOM,115.3997,115.6299,115.38,115.61,15180.0,290.0,115.509973,115.92524702305953,115.42334297694045,0.3718978248987203,44.02000615996196,48.25343728194857,27.563855064048294,116.048,0.0037885996021105647,0
XOM,115.6,115.71,115.54,115.71,24295.0,326.0,115.634666,115.92143278893522,115.42315721106476,0.5756709774160456,49.59800833156041,55.11380807932959,30.667077146044047,116.08,0.0031976492956529647,0
XOM,115.72,115.795,115.71,115.758,13213.0,225.0,115.762595,115.92754768290615,115.4238423170938,0.6633990931728153,52.06692831080233,58.69481213230223,30.69667516158252,115.96,0.0017450197826499956,0
XOM,115.76,115.82,115.72,115.82,12398.0,217.0,115.756218,115.93343442577896,115.42195557422099,0.7782226470685147,55.12467864966043,62.87557810174719,28.074734273399283,116.075,0.0022016922811259687,0
XOM,115.8101,115.98,115.8101,115.95,22940.0,323.0,115.923718,115.96634587862157,115.40704412137835,0.970774490854217,60.77491940081365,68.38182633195406,36.154208633854765,116.13,0.00155239327296242,0
XOM,115.95,115.96,115.86,115.95,13582.0,244.0,115.921393,116.0033152980667,115.40107470193323,0.9114717632637358,60.77491940081365,73.38369826686358,43.088876048969304,116.08,0.0011211729193617546,0
XOM,115.95,115.95,115.78,115.81,17997.0,274.0,115.850478,116.01079177267621,115.40159822732369,0.670397406197043,52.51629835479602,68.71463434718439,42.564074691844034,116.06,0.002158708228995769,0
XOM,115.82,115.87,115.79,115.85,12238.0,202.0,115.833493,116.02244508270546,115.40094491729447,0.7225341322452764,54.42200059479496,67.12014140236816,42.833777525895385,116.0,0.0012947777298230963,0
XOM,115.86,115.93,115.78,115.92,11516.0,244.0,115.855089,116.03947171435053,115.3959182856494,0.8143561839276461,57.62696205143182,67.19687785524995,47.06149542539564,115.985,0.0005607315389923889,0
XOM,115.92,115.94,115.88,115.92,10792.0,152.0,115.909112,116.04369552562471,115.39422447437522,0.8095442046466298,57.6269620514318,69.36477274757527,53.60102830435477,115.98,0.0005175983436853198,0
XOM,115.9129,116.05,115.9129,116.048,17730.0,310.0,115.981212,116.08505816599352,115.37754183400641,0.9476221758875393,63.12580589173514,71.40419741557243,54.659165700561985,116.04,-6.893699158964882e-05,0
XOM,116.0401,116.09,116.0,116.08,17836.0,291.0,116.048704,116.13207440182101,115.36202559817893,0.9323751928777482,64.3706483597851,72.17094546091015,71.05749787768258,115.91,-0.001464507236388712,0
XOM,116.07,116.11,115.96,115.96,14552.0,218.0,116.053026,116.15313053474459,115.36096946525534,0.7561978968884218,56.64759107998832,61.975226174233796,71.60126366185133,116.02,0.0005174197999310304,0
XOM,115.95,116.075,115.95,116.075,15148.0,202.0,116.024703,116.19423273497947,115.36236726502042,0.8566682483102308,61.424179508182455,72.34978435237976,79.58246922844833,116.03,-0.00038768037906527423,0
XOM,116.09,116.14,116.05,116.13,12697.0,259.0,116.08708,116.24042111467521,115.36517888532471,0.8738393658665671,63.49574022356208,72.69853031376364,79.3553446401431,115.95,-0.0015499870834409077,0
XOM,116.13,116.18,116.07,116.08,13837.0,261.0,116.130725,116.26410017310718,115.39749982689273,0.7875604667002705,60.3242288615614,62.89486825477132,78.31777004735385,115.89,-0.0016368022053755834,0
XOM,116.08,116.13,116.05,116.06,7771.0,180.0,116.081377,116.28134557923721,115.43025442076271,0.739927295644865,59.053617132996905,58.849405637306276,73.86480160357264,115.9,-0.001378597277270348,0
XOM,116.04,116.04,115.97,116.0,12180.0,198.0,116.000981,116.27963302017754,115.48046697982237,0.6500939653876383,55.29106947642466,51.30706625235445,67.77273910632907,115.92,-0.0006896551724137784,0
XOM,116.0,116.04,115.98,115.985,11142.0,192.0,116.00024,116.25818753886908,115.55441246113084,0.6118255000631203,54.358613011427984,45.14656820175486,59.86835077322134,115.82,-0.001422597749709068,0
XOM,115.985,116.025,115.92,115.98,53668.0,564.0,115.9607,116.20387144034711,115.66572855965282,0.5839925633536602,54.031510325674326,51.29208283373653,43.46759564327003,115.67,-0.0026728746335575294,0
XOM,115.9838,116.05,115.97,116.04,13884.0,203.0,116.005348,116.18359901015023,115.72900098984971,0.6841187076545208,57.34830060658022,50.177832946738434,50.42917025129275,115.65,-0.00336091003102379,0
XOM,116.05,116.05,115.9,115.91,14302.0,246.0,115.966055,116.16519906991739,115.76740093008253,0.3584709319572571,49.08451458985294,40.16632474961781,49.96822518871183,115.65,-0.0022431196618064955,0
XOM,115.9,116.05,115.9,116.02,33090.0,300.0,115.984643,116.15482337360137,115.80397662639857,0.6157200410826587,54.99415969792172,47.7691073138072,54.31112093003673,115.75,-0.0023271849681089124,0
XOM,116.03,116.04,115.97,116.03,8553.0,199.0,116.009208,116.15040781914793,115.829392180852,0.624916032791746,55.49982738938238,52.831523120728995,53.89766174286266,115.75,-0.002413169008015178,0
XOM,116.03,116.04,115.94,115.95,11494.0,176.0,115.989263,116.15040781914793,115.829392180852,0.37570698981593553,50.60163795908751,48.604993288406924,47.91549879248081,115.71,-0.0020698576972833903,0
XOM,115.95,115.96,115.865,115.89,17209.0,211.0,115.895543,116.15244262293284,115.82135737706709,0.20732613062663108,47.23458465341434,47.74023039438128,40.59560163861816,115.86,-0.0002588661661920885,0
XOM,115.89,115.92,115.86,115.9,10341.0,202.0,115.890211,116.14164965889967,115.84115034110027,0.1958395757125096,47.85733230219237,49.61546590283234,41.323944076383754,115.9101,8.714408973247821e-05,0
XOM,115.885,115.93,115.87,115.92,8944.0,148.0,115.891023,116.13470972776221,115.85509027223776,0.23213594934049586,49.14994622961234,47.987067457756595,39.73199541317979,115.9,-0.00017253278122839906,0
XOM,115.92,115.92,115.82,115.82,14417.0,227.0,115.870281,116.14624180495152,115.83355819504847,-0.04336074747467205,43.361822579681935,46.66390464088177,33.9342578340386,115.93,0.0009497496114661859,0
XOM,115.835,115.835,115.67,115.67,16334.0,300.0,115.7446,116.18550516565833,115.76929483434165,-0.23856888421661845,36.43130829200241,34.03188360934942,27.640045277400322,115.95,0.0024206795193222196,0
XOM,115.65,115.6857,115.635,115.65,15262.0,305.0,115.660025,116.20682909971889,115.70817090028113,-0.11665485566409034,35.61397018834654,30.711881657932388,26.785526591506947,116.01,0.003112840466926065,0
XOM,115.64,115.7,115.62,115.65,12812.0,258.0,115.669816,116.2120905647677,115.65990943523231,-0.017945986746486387,35.613970188346535,32.78779741155509,26.719609292194935,115.96,0.002680501513186235,0
XOM,115.71,115.8,115.71,115.75,14246.0,276.0,115.755844,116.21288301959959,115.63811698040044,0.1946583687433109,43.026089151411945,39.080757116764886,32.201600807106,116.02,0.002332613390928691,0
